bbb 并不比
xyjvv 下页键
xyjw 雄峻
xyjx 相沿成习
xyk 信用卡
xykd 胸口
xykl 胸廓
xykm 凶狂
xyks 胸卡
xykt 胸宽
xykv 下一刻
xykx 凶狂
xyky 兄控
xyl 吸引力
xyle 行云流水
xyleo 兴意阑珊
xylh 雄略
xylj 雄鹿
xylk 凶厉
xyll 熊侣
xylo 吸引了
xylov 新一轮
xylt 心有灵犀一点通
xylu 匈牙利
xylx 心有灵犀
xym 形音码
xyml 胸膜
xymm 硝烟弥漫
xymn 胸闷
xymq 小有名气
xymr 凶猛
xymv 喜盈门
xymvv 下一秒
xymw 兄妹
xymz 熊猫
xymzu 胸毛
xyn 校园内
xync 雄鸟
xynh 凶虐
xynj 匈奴
xynk 熊倪
xynm 凶年
xynn 心痒难挠
xyp 消炎片
xypf 额叶皮质
xyph 胸牌
xypj 胸脯
xypp 汹涌澎湃
xypw 胸佩
xyq 新要求
xyqb 悬崖峭壁
xyqe 需要注意的是
xyqh 凶宅
xyqi 按要求
xyqj 雄主
xyqk 凶器
xyqkv 雄起
xyqm 胸前
xyqn 胸针
xyqo 吸烟者
xyqp 兄长
xyqpa 熊掌
xyqpv 校园招聘
xyqq 心有戚戚
xyqu 献殷勤
xyqv 下一站
xyqx 胸腔
xyqy 需要注意
xyqz 胸罩
xyqzu 凶兆
xyr 嫌疑人
xyrb 雄蕊
xyrd 胸肉
xyrh 笑靥如花
xyrn 凶人
xyro 吸引人
xys 小意思
xysb 凶岁
xyse 心有所属
xysg 心有所感
xysk 凶死
xysm 哦呀斯密
xyst 爱因斯坦
xysy 闲言碎语
xysz 兄嫂
xyt 吓一跳
xytd 胸透
xyth 兄台
xyti 小丫头
xytj 凶徒
xytp 胸膛
xytu 象牙塔
xytv 西雅图
xytvv 下雨天
xytw 二一添作五
xyty 胸痛
xyw 校园网
xywf 凶顽
xywfu 尔虞我诈
xywj 凶物
xywja 习以为常
xywm 相依为命
xywn 雄文
xywo 哎哟喂
xywq 信以为真
xyww 雄伟
xywwo 羞与为伍
xywwu 胸围
xywy 虚与委蛇
xyx 想一想
xyxb 雄心
xyxbv 恶有恶报
xyxd 胸胁
xyxdv 形影相吊
xyxe 凶恶
xyxev 相由心生
xyxf 凶案
xyxfo 安于现状
xyxfu 血雨腥风
xyxfv 雄安
xyxg 雄性
xyxgu 胸型
xyxh 血液循环
xyxi 按一按
xyxia 小游戏
xyxiv 萧亚轩
xyxj 雄儿
xyxjv 恶语相加
xyxm 凶险
xyxmu 胸腺
xyxo 心眼儿
xyxoi 喔伊细
xyxov 歇一歇
xyxq 向隅而泣
xyxs 形影相随
xyxu 笑一笑
xyxv 幸运儿
xyxva 欧阳修
xyxvo 二义性
xyxvv 想一下
xyxw 熊循
xyxx 凶相
xyxxu 夕阳西下
xyxy 熊熊
xyxyo 闲言闲语
xyy 喜洋洋
xyya 洗衣液
xyyao 消炎药
xyyb 胸音
xyyd 胸有
xyyf 凶焰
xyyfv 需要一种
xyyg 雄鹰
xyygv 需要一个
xyyh 闲云野鹤
xyyi 县医院
xyyj 211工程
xyyjo 心有余悸
xyyk 胸臆
xyyl 雄鱼
xyym 心猿意马
xyyo 哎呀呀
xyyp 熊样
xyyq 吸引眼球
xyyu 笑吟吟
xyyua 笑盈盈
xyyv 喜羊羊
xyyvv 校医院
xyyy 汹涌
xyyyi 俺也一样
xyyyo 安于一隅
xyyz 心有余而力不足
xyz 小燕子
xyzg 兴妖作怪
xyzh 雄哉
xyzk 雄姿
xyzy 信仰自由
xyzz 逍遥自在
xzb 艾滋病
xzbd 拗别
xzbdu 行踪不定
xzbf 凹版
xzbg 鏖兵
xzbh 鳌拜
xzbi 信噪比
xzbk 奥比
xzbl 奥博
xzbo 心脏病
xzbw 澳北
xzbz 敖包
xzc 二字词
xzcp 敖仓
xzcz 凹槽
xzd 现在的
xzdb 奥队
xzdc 摁在地上摩擦
xzdd 鏖斗
xzdf 下载地址
xzdg 奥丁
xzdj 凹度
xzdk 奥迪
xzdt 拗断
xzdw 傲盾
xzdy 敖东
xzdyi 小组第一
xzdz 熬到
xze 现在时
xzej 奥数
xzeja 习总书记
xzek 傲视
xzel 削足适履
xzem 心醉神迷
xzep 坳上
xzf 学杂费
xzfd 澳洲
xzfdv 熬粥
xzfe 拗折
xzfi 小作坊
xzfk 奥旨
xzfm 爱憎分明
xzfp 澳方
xzfr 凹缝
xzfy 奥中
xzfyv 现在这样
xzg 爱祖国
xzgf 凹感
xzgj 傲骨
xzgl 熬过
xzhb 懊悔
xzhf 敖汉
xzhn 凹痕
xzhz 熬好
xzj 写字间
xzjb 凹进
xzjc 傲娇
xzjg 凹镜
xzjj 凹处
xzjji 小资产阶级
xzjk 澳籍
xzjm 熬煎
xzjq 拗救
xzjr 熬成
xzjv 恶作剧
xzjx 鳌江
xzjxv 下自成蹊
xzk 选字框
xzkd 拗口
xzke 澳客
xzkev 现在开始
xzkl 现在看来
xzkp 澳抗
xzkr 凹坑
xzl 写字楼
xzlb 奥林
xzld 奥列
xzlh 幸灾乐祸
xzlk 奥里
xzlm 熬炼
xzm 学子们
xzmc 奥妙
xzmf 傲慢
xzmj 寻踪觅迹
xzmk 奥秘
xzml 熬磨
xzmm 凹面
xzmn 澳门
xzms 奥玛
xzmw 奥美
xzmx 瞎子摸象
xzmz 澳毛
xzn 现在你
xznk 奥尼
xznl 奥诺
xznr 傲能
xzns 奥纳
xznz 懊恼
xzp 殉葬品
xzpg 奥平
xzq 协奏曲
xzqe 拗折
xzqf 鏖战
xzqi 小组长
xzqj 熬煮
xzqk 傲气
xzql 凹屈
xzqt 獒犬
xzqu 选择器
xzqui 选择权
xzqv 下载器
xzqx 拗强
xzqy 现在这样
xzrd 闲杂人等
xzrf 傲然
xzrj 凹入
xzrjo 惜字如金
xzrn 傲人
xzry 熬茸
xzs 小组赛
xzsh 奥塞
xzshu 奥赛
xzsk 奥斯
xzsp 懊丧
xzss 奥萨
xzt 选择题
xztd 鳌头
xzte 奥特
xztg 奥汀
xzth 澳台
xztj 凹凸
xztk 拗体
xztku 奥体
xztl 奥拓
xzto 写字台
xztp 熬汤
xztz 奥陶
xzw 奥组委
xzwf 现在为止
xzwh 澳外
xzwj 傲物
xzwjo 嗷呜
xzwm 奥创
xzwmv 现在我们
xzwp 澳网
xzws 凹洼
xzww 奥维
xzwx 奥创
xzx 选择性
xzxb 熬心
xzxc 奥校
xzxe 奥厄
xzxf 傲岸
xzxg 凹形
xzxk 遨嬉
xzxm 凹陷
xzxo 新泽西
xzxq 奥修
xzxs 凹下
xzxsu 孝子贤孙
xzxx 翱翔
xzxz 嗷嗷
xzy 而在于
xzyb 凹印
xzybu 先走一步
xzyd 遨游
xzye 熬夜
xzyf 雄姿英发
xzyj 现在已经
xzyk 奥义
xzyku 奥一
xzyl 媪妪
xzyo 写作业
xzyt 澳元
xzyv 想怎样
xzyw 奥运
xzyz 熬药
xzz 喜滋滋
xzza 洗澡澡
xzzd 爱咋咋地
xzzh 奥在
xzzi 小崽子
xzzj 螯足
xzzk 凹字
xzzko 袄子
xzzq 西藏自治区
xzzz 懊糟
ybb 一般般
ybba 也不必
ybbb 以不变应万变
ybbc 音标
ybbd 引别
ybbdi 摇摆不定
ybbe 也并不是
ybbf 印板
ybbg 因病
ybbga 引兵
ybbh 银白
ybbho 夜不闭户
ybbi 眼巴巴
ybbj 阴部
ybbk 隐蔽
ybbki 银币
ybbko 音笔
ybbl 音波
ybbn 印本
ybbna 浴霸不能
ybbnu 欲罢不能
ybbo 音笔版
ybbq 一病不起
ybbs 印巴
ybbt 衣不蔽体
ybbv 一步步
ybbvi 一把把
ybbvo 一遍遍
ybbvv 硬邦邦
ybbw 因被
ybbz 引爆
ybbzo 音爆
ybc 也不错
ybcf 阴惨
ybch 淫才
ybci 圆白菜
ybck 因此
ybcl 印错
ybcp 隐藏
ybcr 因曾
ybcz 阴曹
ybd 一般地
ybda 也变得
ybdc 音调
ybdd 银豆
ybdda 阴跌
ybddav 引逗
ybde 引得
ybdev 一般都是
ybdevu 一般地说
ybdf 饮弹
ybdg 银锭
ybdgv 一百多个
ybdgvu 一笔带过
ybdh 音带
ybdi 由不得
ybdj 印度
ybdja 引渡
ybdjav 阴毒
ybdk 阴帝
ybdka 阴蒂
ybdki 因地
ybdkiv 银地
ybdku 印地
ybdl 因多
ybdla 异步队列
ybdlo 吲哚
ybdn 一百多年
ybdp 淫荡
ybdr 一般的人
ybdt 一步登天
ybdu 用不到
ybdv 一边倒
ybdvv 要不得
ybdw 一步到位
ybdwa 隐遁
ybdwi 银盾
ybdy 引动
ybdz 引导
ybdza 隐刀
ybdzao 阴道
ybdzav 引到
ybdzv 一逼吊糟
ybe 也不是
ybea 又不是
ybeai 演播室
ybeb 饮水
ybeba 引水
ybee 银蛇
ybef 阴山
ybej 引述
ybeji 因数
ybek 饮食
ybeka 隐式
ybekav 隐士
ybeki 因事
ybeko 吟诗
ybeku 殷实
ybel 一般说来
ybem 也不是什么
yben 隐身
ybena 引申
ybenai 引伸
ybenv 一把屎一把尿
ybep 因伤
ybepu 印上
ybeq 印刷
ybes 荫沙
ybeu 用不上
ybev 要不是
ybevi 一把手
ybevu 一般是
ybevv 一本书
ybevva 一杯水
ybevvv 有本事
ybez 因少
ybf 一部分
ybfa 也不知
ybfb 以暴制暴
ybfd 殷周
ybfda 也不知道
ybfe 印着
ybff 因犯
ybfh 阴宅
ybfj 音符
ybfja 隐伏
ybfjaa 淫妇
ybfju 饮服
ybfk 印制
ybfka 引致
ybfki 因之
ybfkiu 银质
ybfko 音质
ybfl 银镯
ybflo 永不分离
ybflv 一臂之力
ybfm 银装
ybfp 印方
ybfq 永不放弃
ybfqu 月白风清
ybfqv 玉不琢，不成器
ybfr 阴风
ybfrv 一部分人
ybfs 引发
ybfsi 银发
ybfsu 印发
ybfu 用不着
ybfv 远不止
ybfva 有办法
ybfvi 一把抓
ybfvv 一百分
ybfw 因非
ybfx 银装
ybfy 隐衷
ybfya 引种
ybfyv 一步之遥
ybg 也不过
ybgb 音轨
ybgd 阴沟
ybge 因革
ybgea 也不过是
ybgf 阴干
ybgj 因故
ybgl 因果
ybgm 银光
ybgn 银根
ybgp 引港
ybgs 夜不归宿
ybgu 迎宾馆
ybgv 一百个
ybgw 淫棍
ybgx 银光
ybgxv 一笔勾销
ybgy 因公
ybgya 阴功
ybgz 音高
ybh 也不会
ybha 又不会
ybhb 隐晦
ybhba 淫秽
ybhbi 银灰
ybhbii 银辉
ybhe 银河
ybhei 因何
ybhf 隐含
ybhh 银海
ybhj 银湖
ybhl 引火
ybhm 烟波浩渺
ybhmi 银黄
ybhn 阴狠
ybhnu 印痕
ybhnuo 饮恨
ybhp 银行
ybhpa 引航
ybhq 印花
ybhqi 银花
ybhqo 音画
ybht 隐患
ybhv 一把火
ybhvu 一般化
ybhw 阴魂
ybhwi 银魂
ybhx 银黄
ybhz 引号
ybj 言必称
ybjb 引进
ybjbo 音近
ybjc 阴角
ybjca 引脚
ybjci 眼保健操
ybjd 音节
ybjda 引介
ybjdav 也不见得
ybjdo 音阶
ybje 引车
ybjev 要不就是
ybjevu 一般见识
ybjf 引产
ybjfi 眼不见，心不烦
ybjg 阴茎
ybjh 银钗
ybjha 引决
ybji 眼不见
ybjj 引出
ybjji 眼不见为净
ybjju 印出
ybjk 印记
ybjka 阴极
ybjkaa 引继
ybjko 音级
ybjku 印迹
ybjl 隐居
ybjli 由表及里
ybjlii 银具
ybjm 引荐
ybjma 阴间
ybjmai 引见
ybjmi 银监
ybjn 阴沉
ybjp 吟唱
ybjq 饮酒
ybjqa 引咎
ybjr 音程
ybjs 银佳
ybjv 远不及
ybjvv 一杯酒
ybjw 阴唇
ybjx 银奖
ybjy 言不及义
ybjz 印钞
ybk 哑巴亏
ybkd 因口
ybke 印刻
ybkea 阴刻
ybkh 引开
ybkj 银库
ybkji 愚不可及
ybkju 遥不可及
ybkm 银矿
ybkn 也不可能
ybkq 一鼻孔出气
ybks 银卡
ybkx 银矿
ybky 音控
ybkya 也不可以
ybl 也不赖
yblc 饮料
ybld 银楼
yble 淫乐
yblev 一般来说
yblevv 一不留神
yblg 引领
yblgi 银铃
yblh 引来
yblhv 亚伯拉罕
yblj 引路
ybljv 一般来讲
yblk 阴历
yblka 引力
yblkav 引理
yblkv 一别两宽
ybll 音律
yblm 银联
yblo 赢不了
yblp 银浪
yblq 引流
yblr 阴冷
yblt 淫乱
yblu 用不了
yblv 要不了
yblw 引论
yblwa 也不例外
yblwu 饮泪
yblx 音量
yblxa 阴凉
yblxi 银两
yblxio 银亮
ybly 银龙
ybm 预报名
ybmb 淫民
ybmba 也不明白
ybmd 阴谋
ybmda 隐灭
ybmf 隐瞒
ybmg 音名
ybmh 阴霾
ybmj 银幕
ybmk 隐秘
ybmka 隐密
ybml 隐没
ybmm 阴面
ybmn 阴门
ybmp 音盲
ybmr 淫梦
ybms 音码
ybmw 印美
ybmz 阴毛
ybn 也不能
ybna 又不能
ybnav 已不能
ybne 也不能说
ybnf 银南
ybnh 淫虐
ybnk 印尼
ybnka 隐匿
ybnku 印泥
ybnm 夜不能寐
ybnp 阴囊
ybnq 印纽
ybnv 一百年
ybp 仪表盘
ybpb 音频
ybpbu 饮品
ybpc 银票
ybpd 音撇
ybpf 殷盼
ybpg 银屏
ybpga 阴平
ybph 银牌
ybpj 印谱
ybpk 隐癖
ybpl 阴坡
ybpm 饮片
ybpp 音旁
ybpr 荫棚
ybq 用不起
ybqb 殷勤
ybqba 姻亲
ybqc 引桥
ybqd 殷切
ybqdv 有帮助的
ybqe 印着
ybqf 引战
ybqg 引擎
ybqga 阴晴
ybqgao 隐情
ybqh 阴宅
ybqhi 因缺
ybqj 银朱
ybqja 也不清楚
ybqjv 一本正经
ybqk 引起
ybqka 阴气
ybqki 因其
ybqkv 一般情况
ybql 隐去
ybqm 银钱
ybqn 银针
ybqp 印章
ybqr 印证
ybqra 引证
ybqro 养兵千日
ybqt 饮泉
ybqu 用不着
ybqv 有帮助
ybqva 一边去
ybqvu 一笔钱
ybqvv 要不起
ybqw 音准
ybqx 音强
ybqxv 一般情况下
ybr 要不然
ybrb 银锐
ybrc 义不容辞
ybrcv 一表人才
ybrd 阴柔
ybre 用兵如神
ybrf 印染
ybrg 衣不如新，人不如故
ybrj 引入
ybrm 原班人马
ybrn 隐忍
ybrna 引人
ybrr 因仍
ybrv 远不如
ybrvu 一般人
ybrw 一般认为
ybry 音容
ybrya 也不容易
ybs 银白色
ybsb 印随
ybse 银色
ybseo 音色
ybsf 银伞
ybsfv 一波三折
ybsg 夜半三更
ybsj 因素
ybsjo 音速
ybsk 隐私
ybski 银丝
ybskiu 因私
ybsn 阴森
ybsq 一波三折
ybsw 阴损
ybsy 吟诵
ybt 也不同
ybta 也不太
ybtb 隐退
ybtc 银条
ybtd 瘾头
ybtdv 一败涂地
ybtdvi 一拜天地
ybte 因特
ybtg 阴挺
ybth 印台
ybthi 银泰
ybtl 音托
ybtm 阴天
ybtp 印堂
ybtt 银团
ybtv 有不同
ybty 隐痛
ybw 一百万
ybwe 引车
ybwh 有备无患
ybwj 印务
ybwja 引物
ybwk 音痴
ybwl 引我
ybwlo 哑巴吃黄连
ybwlu 印戳
ybwlv 一本万利
ybwn 引文
ybwno 永不为奴
ybwp 一波未平
ybwpi 余波未平
ybws 饮茶
ybwsu 殷瓦
ybwt 银川
ybwv 有把握
ybwvv 一杯茶
ybww 因为
ybwwa 引为
ybwwav 淫威
ybwz 印钞
ybx 也不行
ybxb 音信
ybxc 音效
ybxca 阴笑
ybxd 印欧
ybxda 淫亵
ybxe 印俄
ybxf 阴暗
ybxg 隐形
ybxga 阴性
ybxgao 隐性
ybxgi 银杏
ybxgiu 掩鼻而过
ybxgo 音形
ybxgoo 言必信，行必果
ybxgu 印行
ybxj 因而
ybxji 银耳
ybxk 因系
ybxl 吟哦
ybxla 阴虚
ybxli 因需
ybxlv 有备而来
ybxm 阴险
ybxma 引线
ybxmaa 阴线
ybxmav 隐现
ybxq 鹬蚌相争
ybxs 饮下
ybxsa 阴啊
ybxt 也不相同
ybxv 一般性
ybxvv 样板戏
ybxw 音讯
ybxwi 因循
ybxx 印象
ybxxa 引向
ybxxo 音响
ybxxoi 音像
ybxxou 音箱
ybxxv 一不小心
ybxy 姻兄
ybxya 也不需要
ybxyv 一般而言
yby 要不要
ybya 预备役
ybyai 以便于
ybyav 也不用
ybyavv 也不要
ybyb 隐隐
ybyba 阴阴
ybybu 殷殷
ybybv 一步一步
ybybvo 一遍一遍
ybyd 引诱
ybyda 隐忧
ybydav 也不一定
ybydo 音游
ybydu 印有
ybydv 有必要的
ybye 阴液
ybyev 一般意义上
ybyf 引言
ybyfo 言不由衷
ybyg 阴影
ybyga 也不应该
ybygi 因应
ybyh 音乐
ybyha 隐约
ybyhv 一笔一画
ybyhvu 一笔一划
ybyk 音译
ybyka 引以
ybyki 荫翳
ybyl 阴雨
ybyla 隐喻
ybylao 引语
ybylau 淫欲
ybylav 阴郁
ybyli 银鱼
ybylo 音域
ybylu 饮誉
ybyp 阴阳
ybyq 亦步亦趋
ybys 银牙
ybyso 喑哑
ybyt 姻缘
ybyti 因缘
ybytiv 银元
ybyto 音源
ybytoi 义薄云天
ybyu 用不用
ybyv 有别于
ybyvo 有悖于
ybyvov 有必要
ybyvv 一比一
ybyw 音韵
ybywa 阴云
ybywu 氤氲
ybyx 因病医治无效
ybyy 引用
ybyya 也不一样
ybyyo 吟咏
ybyyu 饮用
ybyyv 愿不愿意
ybyyvi 一步一个脚印
ybyyvv 一板一眼
ybyz 因要
ybyzv 一兵一卒
ybz 一辈子
ybza 也不在
ybzh 因在
ybzhu 印在
ybzk 因子
ybzka 引自
ybzkaa 引子
ybzkao 引资
ybzki 银子
ybzl 银座
ybzm 也不怎么
ybzw 淫贼
ybzx 一不做，二不休
ybzy 有鼻子有眼
ybzz 因遭
ycb 一次把
ycbc 一次比一次
ycc 一次次
ycca 阴恻恻
yccd 一次次的
yccv 一层层
ycd 药材店
ycdf 阴曹地府
ycdz 以词定字
yce 因此是
ycej 因材施教
ycf 隐藏着
ycfj 异彩纷呈
ycg 已测过
ycgj 一寸光阴一寸金
ych 油菜花
ycj 预测出
ycjg 有错就改
yck 云词库
yckf 由此可知
yckj 由此可见
yckl 由此看来
ycko 养词库
ycl 原材料
yclc 一次两次
yclt 以此类推
ycn 也才能
ycq 要采取
ycqa 隐藏着
yct 洋葱头
ycte 与此同时
ycw 依次为
ycwh 以次充好
ycx 一次性
ycxf 与此相反
ycxg 与此相关
ycxj 一蹴而就
ycy 异次元
ycyc 一次一次
ycycv 一次又一次
ycyg 与此有关
ycym 一草一木
ycyq 淫词艳曲
ycyw 阴错阳差
ycz 隐藏在
yczc 一错再错
ydb 一大帮
ydbb 有宾
ydbc 油表
ydbd 有别
ydbdv 一动不动
ydbe 言多必失
ydbev 一定不是
ydbf 右半
ydbg 有病
ydbga 油饼
ydbh 有白
ydbhv 一定不会
ydbj 又不
ydbja 油补
ydbjav 油布
ydbji 优步
ydbjo 诱捕
ydbjv 有不
ydbjvo 有部
ydbk 右臂
ydbka 又比
ydbl 又播
ydbm 右边
ydbmi 邮编
ydbmo 诱变
ydbmv 有变
ydbn 有本
ydbnv 一定不能
ydbp 友邦
ydbq 一大笔钱
ydbr 油泵
ydbs 又把
ydbu 鱼肚白
ydbv 一大半
ydbvv 一大步
ydbvva 一大波
ydbvvi 一大把
ydbvvu 一大包
ydbvvu 一大笔
ydbw 又被
ydbwv 有备
ydbwvo 有悖
ydbx 有代表性
ydby 以德报怨
ydbyv 一定不要
ydbz 邮包
ydbzi 邮报
ydbzv 有保
ydc 一道菜
ydce 右侧
ydcf 又残
ydch 油菜
ydchv 有才
ydcj 又粗
ydck 由此
ydckv 有此
ydckvo 有次
ydcl 有错
ydcp 又藏
ydcpa 油藏
ydcr 油层
ydcw 优存
ydcwu 犹存
ydcy 又从
ydcz 又糙
ydd 一点点
ydda 已达到
yddb 又对
yddbv 一点都不
yddc 又掉
yddd 又都
ydddv 一点点的
ydde 有的
yddei 由得
yddev 有德
yddf 有的地方
yddg 又定
yddh 有待
yddhi 优待
yddhu 移动电话
yddj 有毒
yddjv 有度
yddk 邮递
yddkv 有底
yddl 有多
yddm 有点
yddma 以点带面
yddmi 优点
yddmii 邮电
yddmiu 由甸
yddmv 有电
yddp 游荡
yddq 又丢
yddr 油灯
yddri 优等
ydds 又大
yddsu 犹大
yddt 有段
yddtv 右端
yddu 移动端
ydduu 用得到
yddv 一大堆
yddva 一对对
yddvaa 一滴滴
yddvi 一代代
yddvo 一道道
yddvu 一朵朵
yddvuu 一段段
yddvv 一堆堆
yddvva 运动队
yddvvi 一丁点
yddvvu 一大段
yddw 又得
yddx 有的东西
yddxv 一点东西
yddxvv 一丁点儿
yddy 游动
yddyv 一点都没有
yddz 诱导
yddza 又到
yddzao 又道
yddzv 有道
yde 一定是
ydea 也都是
ydeb 有谁
ydeba 油水
ydebao 游说
ydebi 由谁
ydec 有多少次
yded 右手
ydeda 幼兽
ydee 又设
ydef 友善
ydeg 一段时光
ydeh 有的时候
ydej 有数
ydejv 一段时间
ydejvi 一点时间
ydejvo 一定时间
ydek 有时
ydeka 又是
ydekai 幼师
ydekao 幼时
ydekav 油石
ydeki 优势
ydeko 诱使
ydekv 有事
ydekvu 有失
ydel 又说
ydelv 一定数量
yden 有神
ydeni 幽深
ydenv 尤甚
ydeo 议定书
ydeoi 应当说
ydep 忧伤
ydepv 右上
ydepvo 友商
ydeq 有待商榷
ydeqv 一段时期
yder 优胜
yderi 优生
yderii 由省
ydero 诱敌深入
yderv 有生
ydervv 有声
ydes 有啥
ydeso 诱杀
ydeu 用得上
ydev 有点事
ydevi 雁荡山
ydevu 有多少
ydevuo 有的是
ydew 有谁
ydewi 由谁
ydez 又少
ydf 用得着
ydfd 有否
ydfdi 幽州
ydfdv 有粥
ydfe 有着
ydfev 有的放矢
ydfeva 愿赌服输
ydff 忧烦
ydfg 以德治国
ydfj 有福
ydfja 油服
ydfji 优抚
ydfjv 右腹
ydfjvu 有负
ydfk 幼稚
ydfka 油脂
ydfkaa 油纸
ydfkau 油质
ydfki 优质
ydfku 釉质
ydfkv 有志
ydfkvo 有之
ydfkvv 有致
ydfl 忧灼
ydflv 一代风流
ydfn 忧愤
ydfnv 有分
ydfnvi 有份
ydfnvo 一定范围内
ydfo 羊癫疯
ydfp 右方
ydfpv 有方
ydfpvo 有房
ydfq 云淡风轻
ydfqv 一对夫妻
ydfr 有风
ydfra 以德服人
ydfs 油炸
ydfsa 油渣
ydfso 诱发
ydfsv 有诈
ydfsva 有法
ydft 右转
ydfv 一顿饭
ydfvv 运动服
ydfw 邮费
ydfwa 油费
ydfwv 雨打风吹
ydfwvo 一定范围
ydfy 有种
ydfyi 由衷
ydfyiv 因地制宜
ydg 一等功
ydgb 有鬼
ydgd 邮购
ydgda 以毒攻毒
ydge 有个
ydgf 有感
ydgg 诱拐
ydgh 又该
ydgj 幽谷
ydgjv 有的国家
ydgl 有过
ydgla 油锅
ydglo 忧国
ydgm 有光
ydgma 油光
ydgmai 游光
ydgmau 游逛
ydgn 又跟
ydgp 又刚
ydgr 又更
ydgt 有关
ydgta 油管
ydgtau 油罐
ydgti 攸关
ydgw 又给
ydgx 有光
ydgxa 油光
ydgxai 游光
ydgxau 游逛
ydgy 有功
ydgz 有高
ydgza 油膏
ydh 运动会
ydha 也都会
ydhb 优惠
ydhba 又会
ydhbi 幽会
ydhd 优厚
ydhda 油猴
ydhe 有何
ydhea 又和
ydheo 呦呵
ydhh 有害
ydhj 游湖
ydhl 诱惑
ydhlv 有货
ydhm 又黄
ydhn 又很
ydhq 优化
ydhqa 油画
ydhqaa 油滑
ydhqv 有话
ydhqva 右滑
ydhr 有恒
ydht 忧患
ydhv 一定会
ydhvo 一定很
ydhvu 一朵花
ydhvuo 有的话
ydhw 黝黑
ydhwa 游魂
ydhwi 幽魂
ydhwu 移动互联网
ydhx 又黄
ydhy 有红
ydhz 友好
ydhza 油耗
ydhzv 焉得虎子
ydj 一大截
ydja 妖道角
ydjb 有劲
ydjbv 友尽
ydjbvi 尤金
ydjc 幼教
ydjca 又叫
ydjcao 幼交
ydjcau 油胶
ydjcv 右脚
ydjcvu 有教
ydjd 游街
ydjdv 有节
ydjdvo 一定程度
ydjdvu 有解
ydje 有车
ydjev 一定就是
ydjevo 一定程度上
ydjg 幽静
ydjga 油井
ydjh 邮差
ydji 邮电局
ydjj 又出
ydjk 邮寄
ydjka 游记
ydjkav 游击
ydjkv 有机
ydjkvv 右击
ydjl 邮局
ydjlo 忧惧
ydjlv 有句
ydjm 邮件
ydjma 又见
ydjmao 又兼
ydjmv 右键
ydjmvi 有件
ydjmvo 右肩
ydjn 又趁
ydjo 永动机
ydjp 有偿
ydjpi 悠长
ydjq 悠久
ydjqv 有救
ydjqvi 有旧
ydjr 又称
ydjrv 有成
ydjs 油价
ydjsv 有价
ydjsva 有加
ydjsvi 有假
ydjsvo 有家
ydjv 运动场
ydjvu 一等奖
ydjw 友军
ydjx 又将
ydjxv 有奖
ydjz 油炒
ydk 一大块
ydkb 有愧
ydkd 有口
ydke 游客
ydkea 又可
ydkev 有课
ydkevo 有刻
ydkg 又快
ydkh 又开
ydkj 优酷
ydkja 油库
ydkjao 又哭
ydkjv 有苦
ydkl 又扩
ydkm 右框
ydkq 又跨
ydks 有卡
ydkt 油款
ydkv 一大口
ydkw 又困
ydkx 右框
ydky 有空
ydkyv 一定可以
ydkz 又考
ydl 有道理
ydla 又到了
ydlav 异地恋
ydlb 友邻
ydlc 油料
ydld 优劣
ydlda 又漏
ydldv 有漏
ydldva 一刀两断
ydldvo 有道理的
ydle 有了
ydlea 游乐
ydlf 游览
ydlfi 幽兰
ydlg 幽灵
ydlgv 有灵
ydlh 由来
ydlha 又来
ydlhv 有赖
ydli 遇到了
ydlj 油路
ydljo 阅读理解
ydljv 有路
ydljvo 右路
ydlk 有力
ydlka 游离
ydlkav 游历
ydlkv 有利
ydlkvi 尤里
ydlkvv 有理
ydll 忧虑
ydlm 有脸
ydlmi 优联
ydlmv 右脸
ydlmvi 友链
ydlo 赢得了
ydlov 意大利
ydlp 游廊
ydlq 又溜
ydlqa 又留
ydlr 有冷
ydls 有啦
ydlt 又乱
ydlv 一定量
ydlvv 运动量
ydlw 游轮
ydlwa 油轮
ydlwao 油类
ydlwi 邮轮
ydlx 优良
ydlxa 油量
ydlxao 油亮
ydly 游龙
ydlz 有劳
ydm 有多么
ydma 源代码
ydmb 游民
ydmc 幼苗
ydmd 有谋
ydmdv 有的没的
ydmf 又慢
ydmg 有名
ydmga 又名
ydmgi 幽冥
ydmh 有卖
ydmj 游牧
ydmk 有密
ydml 幽默
ydmla 油墨
ydmm 右面
ydmn 油门
ydmna 油焖
ydmni 幽门
ydmp 又忙
ydmr 有梦
ydms 有吗
ydmsv 有码
ydmw 优美
ydmwa 又没
ydmwv 有没
ydmy 一定没有
ydmz 有毛
ydn 一定能
ydnb 由您
ydnf 有难
ydng 一定能够
ydnk 油腻
ydnki 由你
ydnkv 有你
ydnl 幼女
ydnm 幼年
ydnn 幼嫩
ydnp 油馕
ydnr 又能
ydns 有那
ydnv 雅典娜
ydnw 由内
ydny 印度尼西亚
ydnz 右脑
ydp 一大批
ydpb 油品
ydpbi 优品
ydpbv 有品
ydpc 邮票
ydpf 优盘
ydpg 油瓶
ydph 右派
ydpj 有谱
ydpk 幽僻
ydpl 诱迫
ydpla 油泼
ydpm 诱骗
ydpr 友朋
ydps 又怕
ydpv 一大片
ydq 右对齐
ydqb 幼禽
ydqc 由乔
ydqe 有着
ydqg 友情
ydqgi 幽情
ydqgv 有请
ydqgvi 右倾
